tau,mse,bias
1.7,0.0300171739058366,0.458615005857564
1.9,0.028065909420356,0.4424535919701
2.1,0.0267086877303259,0.431154377296437
2.3,0.026105904799066,0.426351182247329
2.5,0.0261556217792415,0.42642668852993
2.7,0.0263614682299991,0.428368310838331
2.9,0.0267039150944025,0.431035714101089
3.1,0.0272914578045601,0.436013316163364
3.3,0.0279806192916714,0.441693929313489
3.5,0.0287433070615535,0.44861826097012
